Deal_number,Deal_name
2833,18 - Robert Bosch GmbH acquisition of subsidiary equity interests and certain as.docx
2834,18 - Sykes Enterprises Incorporated and Alpine Access Inc merger.docx
2835,18 - Viking Acquisition Inc acquisition of certain assets of The Clorox Company.docx
2836,18 - WESCO Distribution Inc acquisition of equity interests of TVC Communication.docx
2837,19 - BAE Systems Information Solutions Inc acquisition of stock and membership i.docx
2838,19 - Brightcove Inc and Zencoder Inc merger.docx
2839,19 - CAPSS LLC acquisition of subsidiary equity interests of The Madison Square .docx
2840,19 - Cornerstone Therapeutics Inc and EKR Holdings Inc merger.docx
2841,19 - CRGT Inc acquisition of certain assets of CIBER Inc.docx
2842,19 - Cubic Corporation and Abraxas Corporation merger.docx
2843,19 - Dynegy Inc acquisition of certain assets of The Dayton Power and Light Comp.docx
2844,19 - EnerVest Ltd acquisition of certain assets of Linn Energy LLC.docx
2845,19 - John B Sanfilippo and Son Inc acquisition of certain assets of Orchard Vall.docx
2846,19 - NeuLion Inc and DivX LLC merger.docx
2847,19 - Norwood Financial Corp and North Penn Bancorp Inc merger.docx
2848,19 - Titanium Exploration Partners LLC acquisition of certain assets of Vanguard.docx
2849,19 - USA Mobility Inc and Amcom Software Inc merger.docx
2850,2 - Gibraltar Industries Inc acquisition of equity interests of TerraSmart LLC a.docx
2851,2 - Kaiser Aluminum Corporation acquisition of equity interests of Alcoa Warrick.docx
2852,20 - Darling International Inc and Griffin Industries Inc merger.docx
2853,20 - Dominus Capital LP acquisition of stock of Bentley Prince Street Inc.docx
2854,20 - Gainline Capital Partners LP acquisition of equity interests of SourceHOV T.docx
2855,20 - Hunt Global Resources Inc acquisition of stock of Carbon Green NA Inc.docx
2856,20 - IBERIABANK Corporation and Florida Bank Group Inc merger.docx
2857,20 - Inergy Midstream LP acquisition of equity interests of US Salt LLC.docx
2858,20 - Intel Corporation acquisition of certain assets of QLogic Corporation.docx
2859,20 - Raymond James Financial acquisition of stock of Scout Investments Inc.docx
2860,20 - Regal Beloit Corporation acquisition of subsidiary stock and certain assets.docx
2861,20 - Security Life Insurance Company of America and Eastern Life and Health Insu.docx
2862,20 - Thor Industries Inc acquisition of stock of Heartland Recreational Vehicles.docx
2863,20 - Western Alliance Bancorporation acquisition of certain assets of GE Capital.docx
2864,20 - Wingate Partners V LP acquisition of certain assets of Myers Industries Inc.docx
2865,21 - AVIC International Holding Corporation acquisition of subsidiary stock and .docx
2866,21 - COG Operating LLC acquisition of assets of Three Rivers Acquisition LLC and.docx
2867,21 - Cypress Lawn Cemetery Association acquisition of certain assets of Stonemor.docx
2868,21 - Deep Down Inc acquisition of stock of Cuming Corporation.docx
2869,21 - Fleur de Lis Energy LLC acquisition of certain assets of LINN Energy LLC.docx
2870,21 - Gerdau Ameristeel US Inc acquisition of stock of TAMCO.docx
2871,21 - Grupo Bimbo SA de CV acquisition of equity interests of Sara Lee Bakery Gro.docx
2872,21 - Meridian Bioscience Inc and Magellan Biosciences Inc merger.docx
2873,21 - Riverview Financial Corporation and CBT Financial Corp merger.docx
2874,21 - Silver II Acquisition S rl acquisition of stock and equity interests of ce.docx
2875,21 - Teradata Corporation and Aster Data Systems Inc merger.docx
2876,21 - TransDigm Group Incorporated and AmSafe Global Holdings Inc merger.docx
2877,22 - Ashland Global Holdings Inc acquisition of stock of Pharmachem Laboratories.docx
2878,22 - Brightpoint Inc acquisition of equity interests of Touchstone Wireless Repa.docx
2879,22 - GTT Communications Inc and American Broadband Inc dba United Network Servic.docx
2880,22 - Heckmann Corporation acquisition of stock of Complete Vacuum and Rental Inc.docx
2881,22 - MedAssets Inc acquisition of stock of Broadlane Intermediate Holdings Inc.docx
2882,22 - Mercury Systems Inc acquisition of equity interests of Microsemi LLC - RF I.docx
2883,22 - NGL Energy Partners LP acquisition of certain assets of EnergyUSA Propane I.docx
2884,22 - Silicon Laboratories Inc acquisition of certain assets of Redpine Signals I.docx
2885,22 - Towers Watson And Co and Extend Health Inc merger.docx
2886,22 - Universal Truckload Services Inc and LINC Logistics Company merger.docx
2887,22 - Valeant Pharmaceuticals International acquisition of equity interests of Pr.docx
2888,22 - Weyco Group Inc acquisition of stock of Bogs Footwear.docx
2889,23 - Allscripts Healthcare SolutionsGI Partners and Netsmart Technologies Inc me.docx
2890,23 - Bulk Handling USA Inc acquisition of equity interests of US Bulk Terminal L.docx
2891,23 - Clarus Corporation acquisition of stock of SKB Corporation.docx
2892,23 - Global Defense Technology And Systems Inc acquisition of stock of Zytel Cor.docx
2893,23 - Knight Transportation Inc acquisition of stock of Barr-Nunn Transportation .docx
2894,23 - Lions Gate Entertainment Corp acquisition of equity interests of Summit Ent.docx
2895,23 - NOVA Chemicals Inc acquisition of equity interests of Williams Olefins LLC.docx
2896,23 - PPL Corporation acquisition of equity interests of EON US LLC.docx
2897,23 - Primoris Services Corporation and Rockford Holdings Corporation merger.docx
2898,23 - W P Carey And Co LLC acquisition of stock of Marcourt Investments Incorpora.docx
2899,23 - WCA Waste Corporation acquisition of equity interests of Emerald Waste Serv.docx
2900,24 - Akorn Inc acquisition of certain assets of Sunovion Pharmaceuticals Inc.docx
2901,24 - Chart Industries Inc and AirSep Corporation merger.docx
2902,24 - Cigna Health and Life Insurance Company acquisition of stock of Central Res.docx
2903,24 - Comfort Systems USA Inc and TAS Energy Inc merger.docx
2904,24 - First Solar Inc and Nextlight Renewable Power LLC merger.docx
2905,24 - IHFC Acquisition Company LLC acquisition of stock of International Home Fur.docx
2906,24 - Independent Bank Corp and New England Bancorp Inc merger.docx
2907,24 - Laboratory Corporation of America Holdings acquisition of certain assets of.docx
2908,24 - Raymond James Financial acquisition of stock of Morgan Keegan And Company I.docx
2909,24 - SunOpta Inc acquisition of stock of Dahlgren And Company Inc.docx
2910,24 - Windstream Holdings Inc and Broadview Networks Holdings Inc merger.docx
2911,25 - Axalta Coating Systems acquisition of certain assets of The Valspar Corpora.docx
2912,25 - Global Payments Inc acquisition of certain assets of Certegy Check Services.docx
2913,25 - Guaranty Bancorp and Home State Bancorp merger.docx
2914,25 - Hill-Rom Inc acquisition of stock of Aspen Surgical Products Holding Inc.docx
2915,25 - International Rectifier Corporation and CHiL Semiconductor Corporation merg.docx
2916,25 - Mobile Device Holdings LLC acquisition of stock of SpectraLink Corporation.docx
2917,25 - National Interstate Insurance Company acquisition of stock of Vanliner Grou.docx
2918,25 - Novatel Wireless Inc and Enfora Inc merger.docx
2919,25 - Protective Life Insurance Company acquisition of stock of United Investors .docx
2920,25 - United Community Banks Inc and Three Shores Bancorporation Inc merger.docx
2921,25 - Universal American Corp and Partners Healthcare Solutions Inc merger.docx
2922,26 - Accelerate Holdings Corp and American Tire Distributors Holdings Inc merger.docx
2923,26 - Fossil Inc acquisition of stock of Skagen Designs Ltd Skagen Designs Limite.docx
2924,26 - GenCorp Inc acquisition of subsidiary stock and certain assets from United .docx
2925,26 - Hilltop Holdings Inc and PlainsCapital Corporation merger.docx
2926,26 - Innospec Inc acquisition of equity interests of Independence Oilfield Chemi.docx
2927,26 - magicJack VocalTec Ltd acquisition of assets of North American Telecommunic.docx
2928,26 - NCI Inc acquisition of stock of AdvanceMed Corporation.docx
2929,26 - NuStar Energy LP acquisition of equity interests of Navigator Energy Servic.docx
2930,26 - QuinStreet Inc acquisition of stock of Car Insurancecom Inc.docx
2931,26 - TreeHouse Foods Inc acquisition of stock of ST Specialty Foods Inc.docx
2932,26 - Veritas Capital acquisition of certain assets and subsidiary equity interes.docx
2933,27 - Boise Paper Holdings LLC acquisition of stock of Tharco Packaging Inc.docx
2934,27 - Compass Group Diversified Holdings LLC and Marucci Sports LLC merger.docx
2935,27 - Kratos Defense And Security Solutions Inc acquisition of stock of Composite.docx
2936,27 - MPLX LP acquisition of equity interests of Hardin Street Marine LLC.docx
2937,27 - PAETEC Holding Corp and Cavalier Telephone Corporation merger.docx
2938,27 - PerkinElmer Inc acquisition of stock of SGL Newco Inc.docx
2939,27 - Quality Systems Inc and Entrada Inc merger.docx
2940,27 - RTI International Metals Inc acquisition of stock of REI Delaware Holding I.docx
2941,27 - Shiloh Industries Inc acquisition of subsidiary equity interests and certai.docx
2942,27 - TPG Capital LP acquisition of certain assets of Ashland Inc.docx
2943,27 - VMware Inc and Nicira Inc merger.docx
2944,28 - Carey Investment Holdings Corp and Associated Materials LLC merger.docx
2945,28 - Crosstex Energy LP acquisition of stock of Clearfield Energy Inc.docx
2946,28 - DreamWorks Animation SKG Inc acquisition of equity interests of Boomerang M.docx
2947,28 - HCC Insurance Holdings Inc acquisition of stock of Producers Ag Insurance G.docx
2948,28 - IBERIABANK Corporation and OMNI Bancshares Inc merger.docx
2949,28 - Lion Capital LLP acquisition of equity interests of Bumble Bee Foods LP.docx
2950,28 - Maxim Integrated Products Inc and Teridian Semiconductor Holdings Corporati.docx
2951,28 - Prophet Equity acquisition of subsidiary equity interests and certain asset.docx
2952,28 - Sigma-Aldrich Corporation and BioReliance Holdings Inc merger.docx
2953,28 - Uniti Group Inc acquisition of equity interests of Southern Light LLC.docx
2954,28 - US Foods Inc and Smart Stores Holdings Corp merger.docx
2955,29 - 7-Eleven Inc acquisition of certain assets of Sunoco LP.docx
2956,29 - AMAG Pharmaceuticals Inc and Lumara Health Inc merger.docx
2957,29 - ANI Pharmaceuticals Inc acquisition of certain assets of Cranford Pharmaceu.docx
2958,29 - Cbeyond Inc acquisition of assets of MaximumASP LLC.docx
2959,29 - Emdeon Inc and Chamberlin Edmonds And Associates Inc merger.docx
2960,29 - Holly Energy Partners LP acquisition of equity interests of Holly Energy St.docx
2961,29 - InfoSpace Inc and 2SS Holdings Inc merger.docx
2962,29 - Kirby Corporation acquisition of equity interests of United Holdings LLC.docx
2963,29 - MarkWest Liberty Midstream And Resources LLC and Keystone Midstream Service.docx
2964,29 - Neenah Inc acquisition of stock of Vectorply Corporation.docx
2965,29 - TSFR Apple Venture LLC acquisition of assets of Applebee's Restaurants Inc .docx
2966,3 - HealthStream Inc acquisition of subsidiary equity interests of Change Health.docx
2967,3 - Malibu Boats LLC acquisition of stock of Maverick Boat Group Inc.docx
2968,30 - Brown Shoe Company Inc acquisition of stock of American Sporting Goods Corp.docx
2969,30 - Eversource Energy acquisition of certain assets of NiSource Inc.docx
2970,30 - First Busey Corporation and Herget Financial Corp merger.docx
2971,30 - MDRNA Inc and Cequent Pharmaceuticals Inc merger.docx
2972,30 - Metro-Goldwyn-Mayer Studios Inc acquisition of equity interests of Studio 3.docx
2973,30 - Mission Broadcasting Inc acquisition of assets of Newport Television LLC.docx
2974,30 - Penn National Gaming Inc acquisition of equity interests of Harrah's Maryla.docx
2975,30 - Sykes Enterprises Incorporated and Clear Link Holdings LLC merger.docx
2976,30 - Taleo Corporation and Learncom Inc merger.docx
2977,30 - Team Inc acquisition of equity interests of Quest Integrity Group LLC.docx
2978,31 - CardConnect Corp and MertzCo Inc merger.docx
2979,31 - Cornerstone OnDemand Inc acquisition of subsidiary equity interests of Vect.docx
2980,31 - Globe Specialty Metals Inc acquisition of equity interests of Core Metals G.docx
2981,31 - Harbinger Group Inc acquisition of stock of Old Mutual US Life Holdings Inc.docx
2982,31 - Nexstar Broadcasting Group Inc acquisition of assets of Newport Television .docx
2983,31 - QC Environmental Services Inc acquisition of assets of RM Resources LLC.docx
2984,31 - Susser Petroleum Partners LP acquisition of equity interests of Mid-Atlanti.docx
2985,31 - Triumph Bancorp Inc and ColoEast Bankshares Inc merger.docx
2986,31 - Veritas Capital Fund Management LLC acquisition of subsidiary stock and cer.docx
2987,32 - AAR CORP acquisition of equity interests of Aviation Worldwide Services LLC.docx
2988,32 - Energy Capital Partners LLC acquisition of subsidiary equity interests of C.docx
2989,32 - Exelon Corporation acquisition of equity interests of John Deere Renewables.docx
2990,32 - Innophos Inc acquisition of stock of AMT Labs Inc and equity interests of W.docx
2991,32 - Massachusetts Mutual Life Insurance Company acquisition of certain assets a.docx
2992,32 - Quality Carriers Inc acquisition of assets of Wylie Bice Trucking LLC.docx
2993,32 - Susser Petroleum Partners LP nka Sunoco LP acquisition of stock of Aloha Pe.docx
2994,32 - Swisher Hygiene Inc and Choice Environmental Services Inc merger.docx
2995,32 - TeleTech Holdings Inc acquisition of stock of Connextions Inc.docx
2996,33 - Acorda Therapeutics Inc and Civitas Therapeutics Inc merger.docx
2997,33 - Albany International Corp acquisition of stock of Blue Falcon I Inc.docx
2998,33 - FDF Resources Holdings LLC and New Francis Oaks LLC merger.docx
2999,33 - GSI Commerce Inc and Fanatics Inc merger.docx
3000,33 - Intuit Inc and Credit Karma Inc merger.docx
3001,33 - Medical Action Industries Inc and AVID Medical Inc merger.docx
3002,33 - Olin Corporation acquisition of stock of KA Steel Chemicals Inc.docx
3003,33 - The Eastern Company acquisition of stock of Velvac Holdings Inc.docx
3004,33 - Triumph Group Inc and Vought Aircraft Industries Inc merger.docx
